"Date","alp.pred","tl.pred","btl.pred","alp.ob","tl.ob","btl.ob","p1.pred","p2.pred","p3.pred","ac.pred","p1.ob","p2.ob"
2012-03-25,2,2,2,,,,"","",,,,
2012-03-26,2,2,2,,,,"","",,,,
2012-03-27,2,2,2,,,,"","",,,,
2012-03-28,2,2,2,,,,"","",,,,
2012-03-29,2,2,2,,,,"","",,,,
2012-03-30,2,2,2,,,,"","",,,,
2012-03-31,2,2,2,,,,"","",,,,
2012-04-01,2,2,2,,,,"","",,,,
2012-04-02,2,2,2,,,,"","",,,,
2012-04-03,2,2,2,,,,"","",,,,
2012-04-04,2,2,2,,,,"","",,,,
2012-04-05,2,2,2,,,,"","",,,,
2012-04-06,2,2,2,,,,"","",,,,
2012-04-07,2,2,2,,,,"","",,,,
2012-04-08,2,2,2,,,,"","",,,,
2012-04-09,2,2,2,,,,"","",,,,
2012-04-10,2,2,2,,,,"","",,,,
2012-04-11,2,2,2,,,,"","",,,,
2012-04-12,2,2,2,,,,"","",,,,
2012-04-13,3,3,3,,,,"","",,,,
2012-04-14,3,3,3,,,,"","",,,,
2012-04-15,3,3,3,,,,"","",,,,
2012-04-18,3,3,3,,,,"","",,,,
2012-04-21,2,2,2,,,,"","",,,,
2012-04-25,2,2,2,,,,"","",,,,
2012-04-28,2,2,2,,,,"","",,,,
2012-10-22,,,,,,,"","",,,,
2012-10-30,,,,,,,"","",,,,
2012-11-02,,,,,,,"","",,,,
2012-11-06,,,,,,,"","",,,,
2012-11-09,,,,,,,"","",,,,
2012-11-12,,,,,,,"","",,,,
2012-11-14,,,,,,,"","",,,,
2012-11-17,3,2,2,,,,"PS","",,,,
2012-11-18,3,2,2,,,,"PS","WdS",,,,
2012-11-20,3,2,2,,,,"PS","",,,,
2012-11-22,3,2,2,,,,"PS","WdS",,,,
2012-11-23,3,1,1,,,,"PS","",,,,
2012-11-24,2,1,1,,,,"PS","",,,,
2012-11-25,2,1,1,,,,"PS","",,,,
2012-11-27,2,1,1,,,,"PS","",,,,
2012-11-29,2,1,1,,,,"PS","WdS",,,,
2012-11-30,2,1,1,,,,"WdS","PS",,,,
2012-12-01,2,1,1,,,,"PS","",,,,
2012-12-02,2,1,1,,,,"PS","",,,,
2012-12-04,2,1,1,,,,"PS","",,,,
2012-12-05,2,1,1,,,,"PS","",,,,
2012-12-06,2,1,1,,,,"WdS","DL",,,,
2012-12-07,2,1,1,,,,"WdS","",,,,
2012-12-08,3,2,2,,,,"SS","PS",,,,
2012-12-09,3,3,3,,,,"WdS","SS",,,,
2012-12-10,3,2,2,,,,"WdS","SS",,,,
2012-12-11,2,1,1,,,,"WdS","",,,,
2012-12-12,3,2,2,,,,"WdS","SS",,,,
2012-12-13,3,2,2,,,,"WdS","DL",,,,
2012-12-14,3,2,2,,,,"WdS","PS",,,,
2012-12-15,2,2,2,,,,"WdS","PS",,,,
2012-12-16,2,1,1,,,,"WdS","PS",,,,
2012-12-17,2,1,1,,,,"PS","WdS",,,,
2012-12-18,2,1,1,,,,"PS","WdS",,,,
2012-12-19,2,1,1,,,,"PS","WdS",,,,
2012-12-20,2,1,1,,,,"PS","",,,,
2012-12-21,2,1,1,,,,"PS","",,,,
2012-12-22,2,1,1,,,,"PS","",,,,
2012-12-23,2,1,1,,,,"PS","",,,,
2012-12-24,3,3,3,,,,"WdS","SS",,,,
2012-12-25,4,4,4,,,,"WdS","SS",,,,
2012-12-26,4,4,4,,,,"WdS","SS",,,,
2012-12-27,4,4,4,,,,"SS","WdS",,,,
2012-12-28,4,3,3,,,,"SS","DS",,,,
2012-12-29,4,4,4,,,,"WdS","DS",,,,
2012-12-30,4,4,4,,,,"WL","DS",,,,
2012-12-31,4,4,4,,,,"DS","WL",,,,
2013-01-01,4,4,4,,,,"SS","DS",,,,
2013-01-02,3,3,3,,,,"DS","WdS",,,,
2013-01-03,4,3,3,,,,"DS","WdS",,,,
2013-01-04,4,3,3,,,,"DS","SS",,,,
2013-01-05,3,2,2,,,,"DS","WdS",,,,
2013-01-06,3,2,2,,,,"DS","WdS",,,,
2013-01-07,3,3,3,,,,"DS","WdS",,,,
2013-01-08,3,2,2,,,,"DS","WdS",,,,
2013-01-09,3,2,2,,,,"DS","WdS",,,,
2013-01-10,3,2,2,,,,"DS","WdS",,,,
2013-01-11,3,2,2,,,,"DS","WdS",,,,
2013-01-12,3,2,2,,,,"DS","WdS",,,,
2013-01-13,4,4,4,,,,"DS","WL",,,,
2013-01-14,3,2,2,,,,"DS","SS",,,,
2013-01-15,3,2,2,,,,"DS","WdS",,,,
2013-01-16,2,1,1,,,,"DS","WdS",,,,
2013-01-17,2,1,1,,,,"DS","",,,,
2013-01-18,2,1,1,,,,"DS","WdS",,,,
2013-01-19,2,1,1,,,,"DS","WdS",,,,
2013-01-20,3,2,2,,,,"SS","DS",,,,
2013-01-21,2,2,2,,,,"WdS","DS",,,,
2013-01-22,2,2,2,,,,"WL","DS",,,,
2013-01-23,2,2,2,,,,"WL","DS",,,,
2013-01-24,2,1,1,,,,"WdS","DS",,,,
2013-01-25,2,1,1,,,,"WdS","DS",,,,
2013-01-26,2,1,1,,,,"WdS","DS",,,,
2013-01-27,2,1,1,,,,"WdS","DS",,,,
2013-01-28,2,1,1,,,,"WdS","DS",,,,
2013-01-29,2,1,1,,,,"WdS","DS",,,,
2013-01-30,2,1,1,,,,"WdS","DS",,,,
2013-01-31,2,1,1,,,,"WdS","DS",,,,
2013-02-01,2,1,1,,,,"WdS","DS",,,,
2013-02-02,2,1,1,,,,"WdS","DS",,,,
2013-02-03,2,1,1,,,,"WdS","DS",,,,
2013-02-04,2,1,1,,,,"WdS","DS",,,,
2013-02-05,2,1,1,,,,"WdS","DS",,,,
2013-02-06,2,1,1,,,,"WdS","",,,,
2013-02-07,3,2,2,,,,"WdS","DL",,,,
2013-02-08,3,2,2,,,,"WdS","DS",,,,
2013-02-09,4,3,3,,,,"WdS","DS",,,,
2013-02-10,3,2,2,,,,"WdS","C",,,,
2013-02-11,2,1,1,,,,"WdS","C",,,,
2013-02-12,2,1,1,,,,"WdS","DL",,,,
2013-02-13,2,1,1,,,,"PS","WdS",,,,
2013-02-14,3,2,2,,,,"SS","PS",,,,
2013-02-15,3,2,2,,,,"WdS","SS",,,,
2013-02-16,2,1,1,,,,"SS","PS",,,,
2013-02-17,3,2,2,,,,"SS","PS",,,,
2013-02-18,2,1,1,,,,"DL","PS",,,,
2013-02-19,2,1,1,,,,"WdS","PS",,,,
2013-02-20,3,2,2,,,,"SS","PS",,,,
2013-02-21,2,2,2,,,,"SS","PS",,,,
2013-02-22,2,1,1,,,,"DL","PS",,,,
2013-02-23,3,2,2,,,,"SS","PS",,,,
2013-02-24,2,2,2,,,,"WdS","PS",,,,
2013-02-25,2,2,2,,,,"WdS","PS",,,,
2013-02-26,2,2,2,,,,"SS","PS",,,,
2013-02-27,3,3,3,,,,"SS","PS",,,,
2013-02-28,3,3,3,,,,"SS","PS",,,,
2013-03-01,2,2,2,,,,"SS","PS",,,,
2013-03-02,2,2,2,,,,"DL","PS",,,,
2013-03-03,2,2,2,,,,"WdS","PS",,,,
2013-03-04,2,2,2,,,,"WdS","PS",,,,
2013-03-05,2,2,2,,,,"C","DL",,,,
2013-03-06,1,1,1,,,,"C","DL",,,,
2013-03-07,2,1,1,,,,"WdS","SS",,,,
2013-03-08,3,2,2,,,,"WdS","C",,,,
2013-03-09,2,2,2,,,,"SS","WdS",,"",,
2013-03-10,2,1,1,,,,"WdS","C",,,,
2013-03-11,2,1,1,,,,"C","DL",,,,
2013-03-12,2,1,1,,,,"C","DL",,,,
2013-03-13,1,1,1,,,,"C","WdS",,,,
2013-03-14,2,2,2,,,,"WdS","C",,,,
2013-03-15,2,1,1,,,,"WdS","DL",,,,
2013-03-16,1,1,1,,,,"WdS","WL",,,,
2013-03-17,1,1,1,,,,"","",,,,
2013-03-18,1,1,1,,,,"","",,,,
2013-03-19,1,1,1,,,,"","",,,,
2013-03-20,1,1,1,,,,"C","WdS",,,,
2013-03-21,2,1,1,,,,"WdS","C",,,,
2013-03-22,2,1,1,,,,"WdS","C",,,,
2013-03-23,2,1,1,,,,"WdS","DL",,,,
2013-03-24,2,2,2,,,,"WdS","SS",,,,
2013-03-25,3,2,2,,,,"DL","WdS",,,,
2013-03-26,3,2,2,,,,"WdS","DL",,,,
2013-03-27,2,1,1,,,,"WdS","PS",,,,
2013-03-28,2,1,1,,,,"WdS","C",,,,
2013-03-29,2,2,2,,,,"WdS","DL",,,,
2013-03-30,2,1,1,,,,"WdS","DL",,,,
2013-03-31,2,1,1,,,,"WdS","DL",,,,
2013-04-01,2,2,2,,,,"WL","C",,,,
2013-04-02,2,2,2,,,,"WL","C",,,,
2013-04-03,2,2,2,,,,"WL","C",,,,
2013-04-04,2,2,2,,,,"WL","C",,,,
2013-04-05,2,2,2,,,,"WL","C",,,,
2013-04-06,2,1,1,,,,"WdS","",,,,
2013-04-07,1,1,1,,,,"","",,,,
2013-04-08,2,2,2,,,,"SS","",,,,
2013-04-09,2,2,2,,,,"DL","WdS",,,,
2013-04-10,2,1,1,,,,"DL","WdS",,,,
2013-04-11,2,1,1,,,,"WdS","DL",,,,
2013-04-12,2,1,1,,,,"WdS","DL",,,,
2013-04-13,2,1,1,,,,"WdS","DL",,,,
2013-04-14,2,1,1,,,,"WdS","WL",,"DL",,
2013-04-15,2,2,2,,,,"PS","WL",,"DL",,
2013-04-16,2,1,1,,,,"PS","DL",,"C",,
2013-04-18,2,1,1,,,,"PS","DL",,"WL",,
2013-04-20,1,1,1,,,,"PS","C",,"WL",,
2013-04-21,1,1,1,,,,"WdS","DL",,"",,
2013-04-23,2,2,2,,,,"WL","WdS",,"C",,
2013-04-25,2,2,2,,,,"WL","WdS",,"C",,
2013-04-27,2,2,2,,,,"WdS","WL",,"C",,
2013-04-28,2,2,2,,,,"WdS","WL",,"",,
2013-04-30,,,,,,,"WL","",,"",,
2013-05-01,,,,,,,"WL","",,"",,
2013-11-05,,,,,,,"","",,"",,
2013-11-09,,,,,,,"","",,"",,
2013-11-11,,,,,,,"","",,"",,
2013-11-13,,,,,,,"","",,"",,
2013-11-17,,,,,,,"WdS","",,"",,
2013-11-20,,,,,,,"WdS","",,"",,
2013-11-21,,,,,,,"","",,"",,
2013-11-22,3,2,2,,,,"SS","WdS",,"",,
2013-11-23,2,2,2,,,,"SS","WdS",,"",,
2013-11-24,2,1,1,,,,"PS","WdS",,"",,
2013-11-26,2,1,1,,,,"PS","",,"",,
2013-11-28,2,1,1,,,,"PS","",,"",,
2013-11-29,2,1,1,,,,"WdS","",,"",,
2013-11-30,1,1,1,,,,"WdS","",,"",,
2013-12-01,1,1,1,,,,"","",,"",,
2013-12-03,1,1,1,,,,"","",,"",,
2013-12-04,1,1,1,,,,"","",,"",,
2013-12-05,1,1,1,,,,"WdS","",,"",,
2013-12-06,1,1,1,,,,"","",,"",,
2013-12-07,1,1,1,,,,"","PS",,"",,
2013-12-08,1,1,1,,,,"WL","",,"",,
2013-12-09,1,1,1,,,,"","",,"",,
2013-12-11,1,1,1,,,,"","",,"",,
2013-12-12,1,1,1,,,,"","",,"",,
2013-12-13,2,1,1,,,,"SS","",,"",,
2013-12-14,2,2,2,,,,"WdS","DL",,"",,
2013-12-15,2,2,2,,,,"WdS","DL",,"",,
2013-12-16,2,2,2,,,,"PS","DL",,"",,
2013-12-17,2,2,2,,,,"PS","WdS",,"",,
2013-12-18,2,2,2,,,,"PS","WdS",,"",,
2013-12-19,3,2,2,,,,"SS","PS",,"",,
2013-12-20,2,2,2,,,,"PS","",,"",,
2013-12-21,2,2,2,,,,"PS","",,"",,
2013-12-22,2,2,2,,,,"PS","WdS",,"",,
2013-12-23,2,2,2,,,,"PS","WdS",,"",,
2013-12-24,2,2,2,,,,"PS","WdS",,"",,
2013-12-25,2,1,1,,,,"PS","WdS",,"",,
2013-12-26,2,1,1,,,,"PS","WdS",,"",,
2013-12-27,2,1,1,,,,"PS","WdS",,"",,
2013-12-28,2,2,2,,,,"PS","WdS",,"",,
2013-12-29,2,1,1,,,,"PS","",,"",,
2013-12-30,2,1,1,,,,"PS","",,"",,
2013-12-31,2,1,1,,,,"PS","WdS",,"",,
2014-01-01,3,3,3,,,,"WdS","PS",,"",,
2014-01-02,2,2,2,,,,"WdS","PS",,"",,
2014-01-03,2,1,1,,,,"PS","",,"",,
2014-01-04,3,2,2,,,,"PS","SS",,"",,
2014-01-05,4,3,3,,,,"PS","SS",,"",,
2014-01-06,3,3,3,,,,"PS","WdS",,"",,
2014-01-07,3,2,2,,,,"PS","",,"",,
2014-01-08,3,2,2,,,,"PS","",,"",,
2014-01-09,3,2,2,,,,"PS","",,"",,
2014-01-10,3,2,2,,,,"PS","",,"",,
2014-01-11,3,2,2,,,,"PS","",,"",,
2014-01-12,3,2,2,,,,"PS","",,"",,
2014-01-13,2,2,2,,,,"PS","",,"",,
2014-01-14,3,2,2,,,,"SS","PS",,"",,
2014-01-15,3,2,2,,,,"SS","PS",,"",,
2014-01-16,3,2,2,,,,"SS","PS",,"",,
2014-01-17,4,4,4,,,,"WL","SS",,"PS",,
2014-01-18,3,3,3,,,,"WL","PS",,"SS",,
2014-01-19,3,3,3,,,,"DS","WL",,"",,
2014-01-20,3,3,3,,,,"WdS","DS",,"WL",,
2014-01-21,3,3,3,,,,"WL","DS",,"SS",,
2014-01-22,3,3,3,,,,"WL","DS",,"SS",,
2014-01-23,4,4,4,,,,"WL","DS",,"SS",,
2014-01-24,4,4,4,,,,"WL","DS",,"C",,
2014-01-25,3,3,3,,,,"WL","DS",,"",,
2014-01-26,4,4,4,,,,"WL","DS",,"C",,
2014-01-27,4,4,4,,,,"WL","DS",,"C",,
2014-01-28,3,3,3,,,,"WL","DS",,"",,
2014-01-29,3,3,3,,,,"WL","DS",,"",,
2014-01-30,2,2,2,,,,"DS","WL",,"",,
2014-01-31,2,2,2,,,,"DS","WdS",,"WL",,
2014-02-01,2,1,1,,,,"DS","WdS",,"",,
2014-02-02,2,1,1,,,,"DS","WdS",,"",,
2014-02-03,2,1,1,,,,"DS","PS",,"",,
2014-02-04,2,1,1,,,,"DS","WdS",,"",,
2014-02-05,2,1,1,,,,"PS","DS",,"",,
2014-02-06,2,1,1,,,,"PS","DS",,"",,
2014-02-07,2,2,2,,,,"WdS","PS",,"DS",,
2014-02-08,3,2,2,,,,"WdS","DS",,"",,
2014-02-09,3,2,2,,,,"PS","DS",,"",,
2014-02-10,2,2,2,,,,"PS","DS",,"",,
2014-02-11,2,1,1,,,,"PS","DS",,"",,
2014-02-12,2,1,1,,,,"PS","DL",,"DS",,
2014-02-13,2,1,1,,,,"PS","",,"",,
2014-02-14,3,2,2,,,,"PS","WdS",,"",,
2014-02-15,3,2,2,,,,"SS","PS",,"",,
2014-02-16,2,2,2,,,,"PS","WdS",,"C",,
2014-02-17,3,2,2,,,,"PS","SS",,"C",,
2014-02-18,4,3,3,,,,"SS","PS",,"",,
2014-02-19,3,3,3,,,,"PS","SS",,"C",,
2014-02-20,3,2,2,,,,"PS","",,"",,
2014-02-21,2,2,2,,,,"PS","DL",,"",,
2014-02-22,2,2,2,,,,"PS","",,"",,
2014-02-23,3,2,2,,,,"WdS","PS",,"",,
2014-02-24,2,2,2,,,,"WdS","PS",,"",,
2014-02-25,2,2,2,,,,"PS","WdS",,"C",,
2014-02-26,2,2,2,,,,"WL","PS",,"SS",,
2014-02-27,3,3,3,,,,"WL","PS",,"",,
2014-02-28,2,2,2,,,,"WL","C",,"",,
2014-03-01,2,2,2,,,,"WL","C",,"PS",,
2014-03-02,2,1,1,,,,"WL","C",,"PS",,
2014-03-03,1,1,1,,,,"","",,"",,
2014-03-04,1,1,1,,,,"","",,"",,
2014-03-05,1,1,1,,,,"","",,"",,
2014-03-06,1,1,1,,,,"","",,"",,
2014-03-07,1,1,1,,,,"","",,"",,
2014-03-08,1,1,1,,,,"","C",,"",,
2014-03-09,1,1,1,,,,"","",,"",,
2014-03-10,3,3,3,,,,"SS","",,"",,
2014-03-11,4,4,4,,,,"SS","",,"",,
2014-03-12,3,3,3,,,,"SS","WL",,"",,
2014-03-13,4,4,4,,,,"SS","PS",,"",,
2014-03-14,4,4,4,,,,"SS","DS",,"WL",,
2014-03-15,3,3,3,,,,"SS","DS",,"",,
2014-03-16,3,2,2,,,,"DS","WdS",,"",,
2014-03-17,3,2,2,,,,"WdS","DS",,"",,
2014-03-18,2,1,1,,,,"DS","DL",,"",,
2014-03-19,2,1,1,,,,"DS","C",,"DL",,
2014-03-20,2,1,1,,,,"DS","C",,"",,
2014-03-21,2,1,1,,,,"DS","C",,"",,
2014-03-22,2,1,1,,,,"DS","WdS",,"C",,
2014-03-23,1,1,1,,,,"","",,"",,
2014-03-24,1,1,1,,,,"","",,"",,
2014-03-25,1,1,1,,,,"","",,"",,
2014-03-26,1,1,1,,,,"","",,"",,
2014-03-27,1,1,1,,,,"","",,"",,
2014-03-28,1,1,1,,,,"","",,"",,
2014-03-29,1,1,1,,,,"","",,"",,
2014-03-30,1,1,1,,,,"C","",,"",,
2014-03-31,1,1,1,,,,"C","DL",,"",,
2014-04-01,1,1,1,,,,"C","DL",,"",,
2014-04-02,1,1,1,,,,"","",,"",,
2014-04-03,1,1,1,,,,"","",,"",,
2014-04-04,1,1,1,,,,"","",,"",,
2014-04-05,1,1,1,,,,"WdS","C",,"",,
2014-04-06,2,2,2,,,,"WL","C",,"",,
2014-04-07,1,1,1,,,,"WL","C",,"",,
2014-04-08,1,1,1,,,,"WdS","DL",,"",,
2014-04-09,2,1,1,,,,"DL","WdS",,"",,
2014-04-10,1,1,1,,,,"DL","",,"",,
2014-04-11,1,1,1,,,,"","",,"",,
2014-04-12,2,1,1,,,,"WdS","",,"",,
2014-04-13,2,1,1,,,,"WdS","C",,"",,
2014-04-16,2,2,2,,,,"WL","WdS",,"",,
2014-04-17,2,2,2,,,,"WL","C",,"",,
2014-04-18,1,1,1,,,,"","",,"",,
2014-04-19,1,1,1,,,,"","",,"",,
2014-04-20,1,1,1,,,,"","",,"",,
2014-04-23,1,1,1,,,,"","",,"",,
2014-04-24,1,1,1,,,,"","",,"",,
2014-04-25,2,1,1,,,,"WdS","",,"",,
2014-04-26,2,2,2,,,,"WdS","WL",,"",,
2014-04-27,2,2,2,,,,"WL","WdS",,"",,
2014-04-29,,,,,,,"","",,"",,
2014-08-08,4,3,,,,,"PS","WL",,"",,
2014-10-09,,,,,,,"","",,"",,
2014-10-23,,,,,,,"","",,"",,
2014-10-24,,,,,,,"","",,"",,
2014-11-02,,,,,,,"","",,"",,
2014-11-05,,,,,,,"SS","G",,"",,
2014-11-08,,,,,,,"WL","SS",,"",,
2014-11-11,,,,,,,"G","SS",,"",,
2014-11-14,,,,,,,"G","WL",,"",,
2014-11-17,,,,,,,"G","WL",,"",,
2014-11-22,2,2,,,,,"WdS","C",,"G",,
2014-11-25,1,1,,,,,"WdS","G",,"",,
2014-11-27,1,1,,,,,"","",,"",,
2014-11-29,1,1,,,,,"","",,"",,
2014-11-30,1,1,,,,,"","",,"",,
2014-12-02,2,1,,,,,"WdS","",,"",,
2014-12-04,2,1,,,,,"WdS","DL",,"",,
2014-12-05,1,1,,,,,"","",,"",,
2014-12-06,1,1,,,,,"","",,"",,
2014-12-07,2,2,,,,,"WL","WdS",,"G",,
2014-12-09,3,3,,,,,"WL","SS",,"G",,
2014-12-11,2,1,,,,,"WdS","",,"G",,
2014-12-12,1,1,,,,,"","C",,"G",,
2014-12-13,1,1,,,,,"","",,"G",,
2014-12-14,4,3,,,,,"SS","WL",,"",,
2014-12-16,4,3,,,,,"SS","WL",,"",,
2014-12-18,3,2,,,,,"PS","",,"",,
2014-12-19,3,2,,,,,"PS","",,"",,
2014-12-20,3,2,,,,,"PS","WdS",,"",,
2014-12-21,3,2,,,,,"PS","",,"",,
2014-12-22,3,2,,,,,"PS","",,"",,
2014-12-23,2,1,,,,,"PS","",,"",,
2014-12-24,2,1,,,,,"PS","WdS",,"",,
2014-12-25,2,1,,,,,"PS","WdS",,"",,
2014-12-26,2,1,,,,,"PS","WdS",,"",,
2014-12-27,2,1,,,,,"PS","WdS",,"",,
2014-12-28,2,1,,,,,"PS","WdS",,"",,
2014-12-29,3,2,2,,,,"WdS","PS",,"",,
2014-12-30,4,3,2,,,,"WdS","WL",,"PS",,
2014-12-31,3,2,1,,,,"WdS","",,"PS",,
2015-01-01,2,2,,,,,"WdS","PS",,"",,
2015-01-02,2,1,,,,,"WdS","PS",,"",,
2015-01-03,2,1,,,,,"PS","WdS",,"",,
2015-01-04,2,1,,,,,"PS","WdS",,"",,
2015-01-05,2,1,,,,,"PS","",,"WdS",,
2015-01-06,2,1,,,,,"PS","",,"",,
2015-01-07,2,1,,,,,"PS","",,"",,
2015-01-08,2,2,,,,,"WL","PS",,"WdS",,
2015-01-09,2,2,,,,,"WL","WdS",,"PS",,
2015-01-10,1,1,,,,,"","",,"G",,
2015-01-11,1,1,,,,,"","G",,"",,
2015-01-12,1,2,,,,,"G","WL",,"",,
2015-01-13,2,2,,,,,"G","WdS",,"",,
2015-01-14,2,2,,,,,"G","WL",,"WdS",,
2015-01-15,3,2,,,,,"WL","WdS",,"G",,
2015-01-16,2,2,,,,,"WL","WdS",,"G",,
2015-01-17,2,1,,,,,"WdS","G",,"",,
2015-01-18,2,1,,,,,"WdS","G",,"",,
2015-01-19,2,1,,,,,"","",,"",,
2015-01-20,1,1,,,,,"","",,"",,
2015-01-21,1,1,,,,,"","",,"",,
2015-01-22,2,1,,,,,"WdS","C",,"G",,
2015-01-23,2,1,,,,,"SS","",,"",,
2015-01-24,1,1,,,,,"","",,"",,
2015-01-25,1,1,,,,,"","",,"",,
2015-01-26,1,1,,,,,"","",,"",,
2015-01-27,1,1,,,,,"","",,"",,
2015-01-28,2,1,,,,,"WdS","",,"",,
2015-01-29,1,1,,,,,"WdS","",,"",,
2015-01-30,1,1,,,,,"","",,"",,
2015-01-31,1,1,,,,,"","",,"",,
2015-02-01,1,1,,,,,"","",,"",,
2015-02-02,1,1,,,,,"","",,"",,
2015-02-03,1,1,,,,,"","",,"",,
2015-02-04,1,1,,,,,"","",,"",,
2015-02-05,1,1,,,,,"","",,"",,
2015-02-06,1,1,,,,,"WdS","",,"",,
2015-02-07,1,1,,,,,"","",,"",,
2015-02-08,1,1,,,,,"","",,"",,
2015-02-09,2,1,,,,,"WdS","DL",,"",,
2015-02-10,2,1,,,,,"WdS","DL",,"",,
2015-02-11,2,2,,,,,"WdS","SS",,"",,
2015-02-12,2,2,,,,,"PS","DL",,"",,
2015-02-13,2,2,,,,,"PS","",,"WL",,
2015-02-14,3,2,,,,,"WdS","PS",,"WL",,
2015-02-15,3,2,,,,,"PS","WL",,"",,
2015-02-16,4,3,,,,,"SS","PS",,"WL",,
2015-02-17,3,2,,,,,"PS","WL",,"",,
2015-02-18,3,2,,,,,"PS","",,"DL",,
2015-02-19,3,2,,,,,"PS","",,"",,
2015-02-20,3,2,,,,,"PS","WdS",,"",,
2015-02-21,4,3,2,,,,"WdS","PS",,"WL",,
2015-02-22,3,3,2,,,,"PS","WdS",,"",,
2015-02-23,3,3,,,,,"PS","WL",,"",,
2015-02-24,3,3,,,,,"WL","PS",,"",,
2015-02-25,3,2,,,,,"PS","",,"",,
2015-02-26,2,1,,,,,"PS","",,"WL",,
2015-02-27,2,1,,,,,"PS","",,"",,
2015-02-28,2,1,,,,,"PS","SS",,"",,
2015-03-01,2,1,,,,,"PS","DL",,"",,
2015-03-02,2,1,,,,,"PS","WdS",,"",,
2015-03-03,2,1,,,,,"PS","WdS",,"",,
2015-03-04,2,1,,,,,"PS","",,"",,
2015-03-05,2,1,,,,,"PS","",,"",,
2015-03-06,2,1,,,,,"PS","",,"",,
2015-03-07,2,1,,,,,"SS","PS",,"",,
2015-03-08,2,2,,,,,"WdS","DL",,"",,
2015-03-09,2,1,,,,,"WdS","DL",,"",,
2015-03-10,2,1,,,,,"WdS","DL",,"",,
2015-03-11,2,1,,,,,"WdS","",,"DL",,
2015-03-12,1,1,,,,,"WdS","DL",,"",,
